S? th? t?,???ng d?n,Tên ?nh,Nhãn Bàn Tay,Nhãn Ngón Tay Cái,Cluster,id,PC1,PC2
No. 3755,train1,5709.png,L,P,0,5709,1759.4950794276754,65.1610414290582
No. 3756,train1,5710.png,L,P,0,5710,303.5232584881802,-1114.1900100319606
No. 3757,train1,5711.png,L,P,0,5711,766.3199001104877,-420.8220681790213
No. 3758,train1,5712.png,L,P,0,5712,-327.4341904160549,-1975.1749110914539
No. 3759,train1,5713.png,L,P,0,5713,86.8470861031477,-720.7223287398655
No. 3760,train1,5714.png,L,P,0,5714,-426.580875835949,-608.8479181235712
No. 3762,train1,5716.png,L,P,0,5716,-1979.853425079433,-99.01834495029321
No. 3763,train1,5717.png,L,P,0,5717,656.7638651818569,-1218.4064826561835
No. 3764,train1,5718.png,L,P,0,5718,-122.22687398490989,-872.9136789383889
No. 3765,train1,5719.png,L,P,0,5719,117.02608883828549,169.45842604004676
No. 3766,train1,5720.png,L,P,0,5720,29.728734474679587,-1208.0204063522142
No. 3767,train1,5721.png,L,P,0,5721,-850.1556465498064,338.9346762101694
No. 3769,train1,5723.png,L,P,0,5723,427.2684123448633,-230.22036390262576
No. 3770,train1,5724.png,L,P,0,5724,289.23108190860984,-1035.961761552865
No. 3771,train1,5725.png,L,P,0,5725,-495.11755105644363,-30.224430342654387
No. 3772,train1,5726.png,L,P,0,5726,465.593217871244,646.7030350232322
No. 3773,train1,5727.png,L,P,0,5727,968.2315484380608,-797.6704071328568
No. 3775,train1,5729.png,L,P,0,5729,1393.4370955565266,-717.0875431315661
No. 3776,train1,5730.png,L,P,0,5730,321.5024406917401,414.28187757153296
No. 3777,train1,5731.png,L,P,0,5731,-162.41379427831515,272.7762015793671
No. 3778,train1,5732.png,L,P,0,5732,411.6359745628783,-661.7979525841567
No. 3779,train1,5733.png,L,P,0,5733,-633.5701258824934,1464.8134119504214
No. 3780,train1,5734.png,L,P,0,5734,-310.09244399852685,-157.37811701033263
No. 3781,train1,5735.png,L,P,0,5735,733.1506279773288,-175.14998386448312
No. 3783,train1,5737.png,L,P,0,5737,-610.9097531616209,1006.2774165456099
No. 3784,train1,5738.png,L,P,0,5738,-777.0595281510127,-3.818551478815509
No. 3785,train1,5739.png,L,P,0,5739,553.1288160356956,-656.2317803137978
No. 3786,train1,5740.png,L,P,0,5740,14.284572680638036,-1718.5358023029785
No. 3787,train1,5741.png,L,P,0,5741,-533.7195081152823,77.59182418336931
No. 3788,train1,5742.png,L,P,0,5742,856.6420401677885,-781.890066643024
No. 3789,train1,5743.png,L,P,0,5743,1803.7274889180696,277.7507882376752
No. 3790,train1,5744.png,L,P,0,5744,959.2057658162432,-89.32003993406391
No. 3791,train1,5745.png,L,P,0,5745,-719.0108723439847,97.29341279976674
No. 3793,train1,5747.png,L,P,0,5747,-1358.5881626839682,-1504.7599663657807
No. 3794,train1,5748.png,L,P,0,5748,-246.79029516531486,-1082.9986682874542
No. 3795,train1,5749.png,L,P,0,5749,-812.4094369106574,1340.4475756428965
No. 3796,train1,5750.png,L,P,0,5750,1809.8024101907456,1014.6072533635731
No. 3797,train1,5751.png,L,P,0,5751,2097.938347373244,-107.18560094805682
No. 3798,train1,5752.png,L,P,0,5752,-280.8093616161189,618.7457510025752
No. 3799,train1,5753.png,L,P,0,5753,2533.406429031425,-1183.8480735398227
No. 3800,train1,5754.png,L,P,0,5754,656.1201296446246,-806.4800849546344
No. 3801,train1,5755.png,L,P,0,5755,151.05878095847117,-283.95440923554867
No. 3802,train1,5756.png,L,P,0,5756,-224.3797177539049,1122.124011951439
No. 3803,train1,5757.png,L,P,0,5757,-904.7714092427473,-680.7017380189393
No. 3804,train1,5758.png,L,P,0,5758,-141.678554375299,-1209.267847206849
No. 3805,train1,5759.png,L,P,0,5759,-427.76777409009094,523.099267747381
No. 3806,train1,5760.png,L,P,0,5760,-24.07848022109279,-166.5056254132907
No. 3807,train1,5761.png,L,P,0,5761,-20.081239321761785,912.0649034780379
No. 3808,train1,5762.png,L,P,0,5762,-552.7837313215163,1320.2122090481319
No. 3809,train1,5763.png,L,P,0,5763,-819.1671779126686,361.148073048703
No. 3810,train1,5764.png,L,P,0,5764,56.40876634511025,1384.3467407639687
No. 3811,train1,5765.png,L,P,0,5765,163.78660913954567,742.68827290298
No. 3812,train1,5766.png,L,P,0,5766,-710.8396851533034,868.0130468865475
No. 3813,train1,5767.png,L,P,0,5767,1708.6638931385041,1175.8107180795687
No. 3814,train1,5768.png,L,P,0,5768,-635.0555752780034,-609.3614867724347
No. 3815,train1,5769.png,L,P,0,5769,281.0717222941807,-883.3050314333377
No. 3816,train1,5770.png,L,P,0,5770,1687.1117852065051,967.8874708959825
No. 3818,train1,5772.png,L,P,0,5772,1312.633792763437,-451.3680032607129
No. 3819,train1,5773.png,L,P,0,5773,-391.20135374491747,-23.654458720244353
No. 3820,train1,5774.png,L,P,0,5774,64.76373711110178,-773.0365390900647
No. 3821,train1,5775.png,L,P,0,5775,325.5569022637231,640.4383346107751
No. 3822,train1,5776.png,L,P,0,5776,-211.4561123404615,-1696.1149877863713
No. 3823,train1,5777.png,L,P,0,5777,-545.2719917906178,-78.459301906667
No. 3824,train1,5778.png,L,P,0,5778,221.67098686492483,592.9771419129851
No. 3825,train1,5779.png,L,P,0,5779,-685.4270177803365,1600.947978256853
No. 3826,train1,5780.png,L,P,0,5780,198.3397999316424,-61.56677103817813
No. 3827,train1,5781.png,L,P,0,5781,725.0449874174055,285.66961344234346
No. 3828,train1,5782.png,L,P,0,5782,601.8500822446691,-832.0314710226431
No. 3829,train1,5783.png,L,P,0,5783,-398.5958988688325,-538.659808277378
No. 3830,train1,5784.png,L,P,0,5784,-682.5031015612703,1209.4068054907555
No. 3831,train1,5785.png,L,P,0,5785,423.52769516318153,-362.4126847251918
No. 3832,train1,5786.png,L,P,0,5786,-468.53407321516727,-190.56519709175652
No. 3834,train1,5788.png,L,P,0,5788,-20.165978335113845,-1877.3893253463696
No. 3835,train1,5789.png,L,P,0,5789,-706.7849466967732,1524.056876940695
No. 3836,train1,5790.png,L,P,0,5790,305.311364802061,317.4140475397313
No. 3837,train1,5791.png,L,P,0,5791,1161.5559736892287,606.5927331292571
No. 3838,train1,5792.png,L,P,0,5792,-544.9854700658279,1028.5628440483995
No. 3839,train1,5793.png,L,P,0,5793,-327.6100746317048,-1353.137178640388
No. 3840,train1,5794.png,L,P,0,5794,-2.7384836539911244,-704.7210272770883
No. 3841,train1,5795.png,L,P,0,5795,153.86170108318785,-1332.5852146709744
No. 3842,train1,5796.png,L,P,0,5796,131.7286787764977,-1940.0034209388832
No. 3843,train1,5797.png,L,P,0,5797,-31.395726207752553,686.447650210394
No. 3844,train1,5798.png,L,P,0,5798,2034.1911661880556,-192.6041821166422
No. 3846,train1,5800.png,L,P,0,5800,-149.04100811056438,-1282.8032774567878
No. 3849,train1,5803.png,L,P,0,5803,-518.9331035288551,-73.30811284849538
No. 3850,train1,5804.png,L,P,0,5804,892.447405916602,-170.45217186275028
No. 3851,train1,5805.png,L,P,0,5805,-1036.0982342088828,523.5713329072298
No. 3852,train1,5806.png,L,P,0,5806,-308.36363891053895,674.7553580715091
No. 3853,train1,5807.png,L,P,0,5807,-721.9034422119468,497.773011881642
No. 3854,train1,5808.png,L,P,0,5808,-725.984453329486,-1291.1731607606096
No. 3855,train1,5809.png,L,P,0,5809,562.5392093298068,520.642886297027
No. 3856,train1,5810.png,L,P,0,5810,1836.2633863084186,1253.3048375608569
No. 3857,train1,5811.png,L,P,0,5811,216.47670002662773,-643.4586402025067
No. 3858,train1,5812.png,L,P,0,5812,-281.45883832585855,331.9132817233147
No. 3859,train1,5813.png,L,P,0,5813,295.6674484935325,-156.619508638717
No. 3860,train1,5814.png,L,P,0,5814,92.02144844457555,-1122.4693202597991
No. 3861,train1,5815.png,L,P,0,5815,-641.9595538398656,501.1040260072251
No. 3862,train1,5816.png,L,P,0,5816,572.3949816988905,260.0789159519905
No. 3863,train1,5817.png,L,P,0,5817,-535.396309037979,928.1392215307299
No. 3864,train1,5818.png,L,P,0,5818,398.7101864512566,-531.5461105363422
No. 3865,train1,5819.png,L,P,0,5819,-93.24801409809484,-215.04627012035814
No. 3866,train1,5820.png,L,P,0,5820,1656.1057191129119,914.9312634631431
No. 3867,train1,5821.png,L,P,0,5821,-493.2408529848088,-1023.4750225864823
No. 3868,train1,5822.png,L,P,0,5822,1075.2493954229888,33.89913141673499
No. 3869,train1,5823.png,L,P,0,5823,-431.6717874203036,656.5388210334967
No. 3870,train1,5824.png,L,P,0,5824,5.372775931405633,920.4704967898838
No. 3871,train1,5825.png,L,P,0,5825,236.29141359846474,950.5171423934162
No. 3872,train1,5826.png,L,P,0,5826,1678.300542843674,-941.6200765015102
No. 3873,train1,5827.png,L,P,0,5827,-548.3543029646655,208.79709680412697
No. 3874,train1,5828.png,L,P,0,5828,-837.4783732591119,1027.7459979630157
No. 3875,train1,5829.png,L,P,0,5829,593.7289066111528,242.60490676389261
No. 3876,train1,5830.png,L,P,0,5830,-1789.4846433779692,-550.8790460371571
No. 3877,train1,5831.png,L,P,0,5831,1397.4789148829361,669.5280309223944
No. 3878,train1,5832.png,L,P,0,5832,1397.4789148829361,669.5280309223944
No. 3879,train1,5833.png,L,P,0,5833,-1141.1708290160245,596.4929280359631
No. 3880,train1,5834.png,L,P,0,5834,198.94537550034582,509.8863092082624
No. 3881,train1,5835.png,L,P,0,5835,-1368.6134555446367,-637.6312452153775
No. 3883,train1,5837.png,L,P,0,5837,83.32971137586296,289.39511258765975
No. 3884,train1,5838.png,L,P,0,5838,42.29798465257499,-113.79053406085647
No. 3885,train1,5839.png,L,P,0,5839,-37.21510505577415,761.3248312620763
No. 3886,train1,5840.png,L,P,0,5840,945.8488114064303,-1021.3777869524682
No. 3887,train1,5841.png,L,P,0,5841,2747.7942139245956,-1039.5625646621565
No. 3889,train1,5843.png,L,P,0,5843,-373.2732864292063,-273.7793085561836
No. 3890,train1,5844.png,L,P,0,5844,-1677.7516185304955,-164.69770839421702
No. 3891,train1,5845.png,L,P,0,5845,2238.7541655851455,398.6117083323288
No. 3894,train1,5848.png,L,P,0,5848,662.318166690518,535.1170690866865
No. 3895,train1,5849.png,L,P,0,5849,-176.18862749993275,-155.10681864154068
No. 3896,train1,5850.png,L,P,0,5850,-229.34973146280757,697.9125934850919
No. 3897,train1,5851.png,L,P,0,5851,-76.38913512302817,-387.0135826231316
No. 3898,train1,5852.png,L,P,0,5852,-384.7665498646496,42.975118066633144
No. 3899,train1,5853.png,L,P,0,5853,392.2144690780333,982.0279667763405
No. 3900,train1,5854.png,L,P,0,5854,-90.68802699248126,-875.3654288212135
No. 3901,train1,5855.png,L,P,0,5855,2334.4001697242807,1417.6298846322572
No. 3902,train1,5856.png,L,P,0,5856,-272.4583753505319,-902.3313904877577
No. 3903,train1,5857.png,L,P,0,5857,-533.105869694468,1151.6098316371704
No. 3904,train1,5858.png,L,P,0,5858,643.2355038672009,-319.69126293871756
No. 3905,train1,5859.png,L,P,0,5859,-383.5729954664162,205.81698567934822
No. 3906,train1,5860.png,L,P,0,5860,-617.8726863356861,499.7810480891327
No. 3907,train1,5861.png,L,P,0,5861,893.1482753477115,-1963.287195731895
No. 3908,train1,5862.png,L,P,0,5862,305.7664961666165,535.0311699772691
No. 3909,train1,5863.png,L,P,0,5863,-864.6369702745528,1343.8290051594056
No. 3910,train1,5864.png,L,P,0,5864,-881.3681991416929,635.5894122961225
No. 3912,train1,5866.png,L,P,0,5866,-640.0078108343954,-1057.471481638186
No. 3913,train1,5867.png,L,P,0,5867,1421.2121645927955,-1634.6150755820156
No. 3914,train1,5868.png,L,P,0,5868,-234.48839759516065,743.5522407667461
No. 3915,train1,5869.png,L,P,0,5869,146.40686242228753,39.720847485473875
No. 3916,train1,5870.png,L,P,0,5870,46.925594435442505,430.5895931993972
No. 3918,train1,5872.png,L,P,0,5872,248.35294530474732,645.9410953521611
No. 3919,train1,5873.png,L,P,0,5873,1163.7045624011841,1480.1099799534566
No. 3920,train1,5874.png,L,P,0,5874,-630.2740846682052,1310.1935909853376
No. 3921,train1,5875.png,L,P,0,5875,-580.0691221486038,1236.9358308980502
No. 3922,train1,5876.png,L,P,0,5876,671.4625434458172,-1035.4187222894147
No. 3923,train1,5877.png,L,P,0,5877,-796.5324219143745,982.7222240278661
No. 3924,train1,5878.png,L,P,0,5878,-618.4311515636323,-189.81018350297992
No. 3925,train1,5879.png,L,P,0,5879,2332.9873822384934,-456.74671438015184
No. 3927,train1,5881.png,L,P,0,5881,-527.0314214035611,1409.4668578835608
No. 3928,train1,5882.png,L,P,0,5882,2525.786218790441,-1225.4687365683076
No. 3930,train1,5884.png,L,P,0,5884,222.6927697420301,-1564.1755413117871
No. 3931,train1,5885.png,L,P,0,5885,-1172.8938426717968,1817.7653807856746
No. 3932,train1,5886.png,L,P,0,5886,-565.2288078266523,1114.158800914903
No. 3933,train1,5887.png,L,P,0,5887,2332.1368322676526,-721.8016759764163
No. 3934,train1,5888.png,L,P,0,5888,-668.2888361160916,196.89280974621673
No. 3935,train1,5889.png,L,P,0,5889,1335.0093552976887,1355.8328628650372
No. 3936,train1,5890.png,L,P,0,5890,167.68205176910828,571.1026127354704
No. 3937,train1,5891.png,L,P,0,5891,-584.5230709966593,746.1461796432563
No. 3938,train1,5892.png,L,P,0,5892,-583.7582363805406,-842.5958867252795
No. 3939,train1,5893.png,L,P,0,5893,-1392.2486627065407,291.1884112279356
No. 3940,train1,5894.png,L,P,0,5894,-460.6204332033191,-152.03396352323935
No. 3941,train1,5895.png,L,P,0,5895,639.0316309528986,-413.1423079870737
No. 3942,train1,5896.png,L,P,0,5896,98.97102624360717,1386.8445757794962
No. 3943,train1,5897.png,L,P,0,5897,601.3830460308095,-952.0474204349713
No. 3944,train1,5898.png,L,P,0,5898,191.05536431238775,1050.101353834647
No. 3945,train1,5899.png,L,P,0,5899,143.889224416706,1011.2032169162977
No. 3946,train1,5900.png,L,P,0,5900,377.04487234631625,-664.1877816760555
No. 3947,train1,5901.png,L,P,0,5901,-863.55177774988,-122.81494445119088
No. 3948,train1,5902.png,L,P,0,5902,-578.2416827853518,-837.0673221159587
No. 3949,train1,5903.png,L,P,0,5903,-327.18735217478263,1290.6505944495084
No. 3950,train1,5904.png,L,P,0,5904,166.44052753701624,88.17191448433506
No. 3951,train1,5905.png,L,P,0,5905,888.5083533967367,-112.41455967502714
No. 3952,train1,5908.png,L,P,0,5908,2280.7305124461686,-581.0188023188003
No. 3953,train1,5910.png,L,P,0,5910,23.595441288105683,-136.41167921672294
No. 3954,train1,5914.png,L,P,0,5914,56.924417851324115,677.5879647261864
No. 3955,train1,5916.png,L,P,0,5916,586.3252316582996,-126.25641673438288
No. 3956,train1,5918.png,L,P,0,5918,-834.4198598518458,403.84509331455746
No. 3957,train1,5920.png,L,P,0,5920,168.5000231998027,-1496.4829687122817
No. 3958,train1,5922.png,L,P,0,5922,-73.76391716103376,1151.7438664821266
No. 3959,train1,5923.png,L,P,0,5923,-987.0678227121799,984.7082288398607
No. 3960,train1,5929.png,L,P,0,5929,-140.41852619560032,-588.6076491786245
No. 3961,train1,5930.png,L,P,0,5930,1197.7636516611444,-60.94299544969499
No. 3962,train1,5934.png,L,P,0,5934,805.9335798585294,9.480403667807803
No. 3963,train1,5937.png,L,P,0,5937,1388.0933884800727,-1265.2133902890769
No. 3964,train1,5938.png,L,P,0,5938,370.82234810360023,188.76530901520465
No. 3965,train1,5939.png,L,P,0,5939,-266.8943448021026,-1521.3319239794025
No. 3966,train1,5940.png,L,P,0,5940,8.277304970383067,-180.1314709574757
No. 3967,train1,5941.png,L,P,0,5941,-721.361754581262,718.6268119225251
No. 3968,train1,5942.png,L,P,0,5942,-625.4049919761353,255.38549889330727
No. 3969,train1,5943.png,L,P,0,5943,-687.1585011235535,1329.4580923412184
No. 3970,train1,5950.png,L,P,0,5950,105.84607984386119,1223.6833697687312
No. 3971,train1,5955.png,L,P,0,5955,-572.8635584479741,1229.6552377875748
No. 3972,train1,5956.png,L,P,0,5956,2471.332652559782,197.2063693279412
No. 3973,train1,5957.png,L,P,0,5957,-300.8496731714906,694.6167875977821
No. 3974,train1,5958.png,L,P,0,5958,-259.1172811436849,521.6935401495355
No. 3975,train1,5959.png,L,P,0,5959,894.5907731039641,-414.34748922370414
No. 3976,train1,5960.png,L,P,0,5960,294.9864625639098,-1184.626721553264
No. 3977,train1,5968.png,L,P,0,5968,-726.2046647861889,466.8509752807981
No. 3978,train1,5970.png,L,P,0,5970,2233.7100576220605,867.4644502039392
No. 3979,train1,5973.png,L,P,0,5973,-332.73505674085806,1253.7886391897696
No. 3980,train1,5974.png,L,P,0,5974,122.40151378671725,677.5192044684745
No. 3981,train1,5975.png,L,P,0,5975,342.3714563222673,1281.708853818912
No. 3982,train1,5978.png,L,P,0,5978,798.5463544382973,1890.9833543785044
No. 3983,train1,5979.png,L,P,0,5979,28.912257432378375,-24.40286885526102
No. 3984,train1,5980.png,L,P,0,5980,70.18970439243948,1077.9972596942753
No. 3985,train1,5982.png,L,P,0,5982,-304.3617065163754,-177.6166137663942
No. 3986,train1,5984.png,L,P,0,5984,-54.714412274702,865.9097497947158
No. 3987,train1,5985.png,L,P,0,5985,-1087.6625481931258,639.4254364568484
No. 3988,train1,5986.png,L,P,0,5986,-621.2621960549307,1029.028359538675
No. 3989,train1,5987.png,L,P,0,5987,1379.0002640520338,1351.4157494141252
No. 3990,train1,5988.png,L,P,0,5988,32.3565538408972,-1418.3444640938023
No. 3991,train1,5989.png,L,P,0,5989,-450.1277150670271,879.2964066499951
No. 3992,train1,5990.png,L,P,0,5990,-582.2270435253301,-398.68003511770183
No. 3993,train1,5994.png,L,P,0,5994,-567.7647098947575,-1061.3188847418487
No. 3994,train1,5995.png,L,P,0,5995,1886.5515332898872,877.0755357628876
No. 3995,train1,5996.png,L,P,0,5996,614.2031200692837,1287.2421477466457
No. 3996,train1,5999.png,L,P,0,5999,-413.5323295870603,-5.613591514219375
No. 3997,train1,6000.png,L,P,0,6000,1776.054714532155,1922.9152708127394
No. 3998,train1,6001.png,L,P,0,6001,-753.911150419142,619.3013915534863
No. 3999,train1,6002.png,L,P,0,6002,-969.0299792646788,795.6378905859406
No. 4000,train1,6003.png,L,P,0,6003,196.37913559884834,-1027.8324836061745
No. 4001,train1,6004.png,L,P,0,6004,1368.7452441199503,-378.59889466249734
No. 4002,train1,6005.png,L,P,0,6005,-117.29084253767658,-199.37482156268905
No. 4003,train1,6006.png,L,P,0,6006,1759.2638352855956,-1000.6182344022659
No. 4004,train1,6007.png,L,P,0,6007,108.28742307241508,-1154.5923182632746
No. 4005,train1,6008.png,L,P,0,6008,2127.1811061514154,714.9315799719946
No. 4006,train1,6009.png,L,P,0,6009,-356.67787489941105,1338.8642888868426
No. 4007,train1,6010.png,L,P,0,6010,-323.514687462984,194.97827425056425
No. 4008,train1,6011.png,L,P,0,6011,-87.05508350171111,-1152.448963156601
No. 4009,train1,6013.png,R,T,0,6013,-412.6237537422183,932.9313299778122
No. 4010,train1,6014.png,R,T,0,6014,-832.7492331269204,867.3862274340248
No. 4011,train1,6015.png,L,P,0,6015,2104.5777565231547,202.09883990478255
No. 4012,train1,6016.png,L,P,0,6016,654.8673959425533,-600.9855195114586
No. 4013,train1,6017.png,L,P,0,6017,-109.53300097667514,310.3560103358002
No. 4014,train1,6018.png,L,P,0,6018,283.83632155731084,575.0131206446385
No. 4015,train1,6019.png,L,P,0,6019,191.9974257335059,-765.9519052898701
No. 4016,train1,6020.png,L,P,0,6020,846.378573118002,-1202.6523308534306
No. 4017,train1,6021.png,L,P,0,6021,-261.93372607851614,999.4471786877365
No. 4018,train1,6022.png,L,P,0,6022,-426.39004340406075,-1878.0296390647613
No. 4019,train1,6024.png,L,P,0,6024,-911.4524043475668,-400.2702090543492
No. 4020,train1,6025.png,L,P,0,6025,-316.14253289664333,1415.7389297419077
No. 4021,train1,6026.png,L,P,0,6026,-296.73690264946,-1075.0668336344238
No. 4022,train1,6027.png,L,P,0,6027,-638.1387390956749,666.6749781952922
No. 4023,train1,6028.png,L,P,0,6028,-210.4170945199273,-1067.0320278874692
No. 4024,train1,6029.png,L,P,0,6029,-1002.728970737591,-1900.2290610367372
No. 4025,train1,6030.png,L,P,0,6030,-39.44540931875045,-1865.7586680982174
No. 4026,train1,6031.png,L,P,0,6031,-1184.08247682105,1346.63355457658
No. 4027,train1,6032.png,L,P,0,6032,2413.7802707614305,-77.5434879409624
No. 4028,train1,6033.png,L,P,0,6033,-342.86597420933634,333.8454630452659
No. 4029,train1,6034.png,L,P,0,6034,-242.90872303579945,-254.39481015406363
No. 4030,train1,6035.png,L,P,0,6035,-0.28567425351156905,-726.721044297553
No. 4031,train1,6036.png,L,P,0,6036,-501.71602814484316,-847.4368922484522
No. 4032,train1,6037.png,L,P,0,6037,1496.4936897298098,1452.6028427734427
No. 4033,train1,6038.png,L,P,0,6038,2540.135947658173,-341.15227081782245
No. 4034,train1,6039.png,L,P,0,6039,906.9111480437174,1853.3460001553665
No. 4035,train1,6040.png,L,P,0,6040,1427.1543299514178,323.92009201778785
No. 4036,train1,6041.png,L,P,0,6041,-1037.516488583132,-710.4319028042776
No. 4037,train1,6042.png,L,P,0,6042,-388.544344043417,460.3295663454184
No. 4038,train1,6043.png,L,P,0,6043,1771.9640065072188,72.10782634816061
No. 4039,train1,6044.png,L,P,0,6044,-169.6907345140201,-777.4857049686369
No. 4040,train1,6045.png,L,P,0,6045,1898.0004119306282,-863.6217852465026
No. 4041,train1,6046.png,L,P,0,6046,1856.3542712247731,1237.6621116320164
No. 4042,train1,6047.png,L,P,0,6047,-1000.9299154520269,89.77277144006612
No. 4043,train1,6048.png,L,P,0,6048,-999.7531937441981,445.28301166617797
No. 4044,train1,6049.png,L,P,0,6049,1557.8537170176082,-724.1043557873433
No. 4045,train1,6050.png,L,P,0,6050,-1066.678883377618,1292.3466794539588
No. 4046,train1,6051.png,L,P,0,6051,2109.6912181469565,1891.1436256343604
No. 4047,train1,6052.png,L,P,0,6052,204.82008340781772,-1055.028985549169
No. 4048,train1,6053.png,R,T,0,6053,-344.73814152543775,808.6877446357245
No. 4049,train1,6054.png,L,P,0,6054,-151.85961676903418,302.31209643453593
No. 4050,train1,6055.png,L,P,0,6055,136.486522444244,-74.24469385565924
No. 4051,train1,6057.png,L,P,0,6057,954.2839447342872,244.29634799653604
No. 4052,train1,6058.png,L,P,0,6058,-753.9118386959785,1064.699082634534
No. 4053,train1,6059.png,L,P,0,6059,967.1810147892113,283.6369367954922
No. 4054,train1,6060.png,L,P,0,6060,-45.27010170568266,-784.427086829421
No. 4055,train1,6061.png,L,P,0,6061,2318.9579632362243,-758.6143219195121
No. 4056,train1,6062.png,L,P,0,6062,1080.3058962906823,1060.2960654142848
No. 4057,train1,6063.png,L,P,0,6063,-604.976521409191,955.6470273776695
No. 4058,train1,6064.png,L,P,0,6064,-233.99265561544573,-528.1806105806364
No. 4059,train1,6065.png,L,P,0,6065,219.7894748613879,1467.4297754777106
No. 4060,train1,6066.png,L,P,0,6066,-71.0643206675899,1380.2516384670057
No. 4061,train1,6067.png,L,P,0,6067,87.21031876411512,331.8676364592495
No. 4062,train1,6068.png,L,P,0,6068,-422.1921528402301,1075.8669924121011
No. 4063,train1,6069.png,L,P,0,6069,1804.0647828655256,676.1004038357623
No. 4064,train1,6070.png,L,P,0,6070,-214.96948552528664,-1948.643602393277
No. 4065,train1,6071.png,L,P,0,6071,-2.0987443363816656,-1776.7129611122127
No. 4066,train1,6072.png,L,P,0,6072,-901.834707389979,1028.8303696898195
No. 4067,train1,6073.png,L,P,0,6073,196.2737025542125,287.58298128812567
No. 4068,train1,6074.png,L,P,0,6074,73.45201905940458,543.1641067641899
No. 4069,train1,6075.png,L,P,0,6075,265.7855704803543,-1167.2460345147608
No. 4070,train1,6076.png,L,P,0,6076,-938.7585597876939,664.4250710561084
No. 4071,train1,6077.png,L,P,0,6077,-100.15765843845043,1022.2936198709268
No. 4072,train1,6078.png,L,P,0,6078,-580.6148041215785,1585.4687519282454
No. 4073,train1,6079.png,L,P,0,6079,2004.908068951048,917.9240092467015
No. 4074,train1,6081.png,L,P,0,6081,-477.4873076104473,-1574.2681779714137
No. 4075,train1,6082.png,L,P,0,6082,1477.1632165360534,35.426735252101764
No. 4076,train1,6083.png,L,P,0,6083,-503.8060959138467,1310.1569180105791
No. 4077,train1,6084.png,L,P,0,6084,-544.3138724090913,1168.2722161416032
No. 4078,train1,6085.png,L,P,0,6085,-505.0955584537193,-37.56526034019416
No. 4079,train1,6086.png,L,P,0,6086,316.49335059146085,267.60737686512346
No. 4080,train1,6088.png,L,P,0,6088,1707.4519483709234,-1993.0694830363398
No. 4081,train1,6089.png,L,P,0,6089,1671.451358731164,1142.5923584500908
No. 4082,train1,6090.png,L,P,0,6090,-1150.8657867433417,-612.3076332103633
No. 4083,train1,6092.png,L,P,0,6092,570.4723585296948,-130.51500485319357
No. 4084,train1,6094.png,L,P,0,6094,1126.9507122179173,90.52380578341655
No. 4085,train1,6095.png,L,P,0,6095,-260.4510269822973,-411.72249681134645
No. 4086,train1,6096.png,L,P,0,6096,393.94320445946073,-51.86655256741164
No. 4087,train1,6097.png,L,P,0,6097,241.36529942517458,-1775.5751308144156
No. 4088,train1,6098.png,L,P,0,6098,923.0231404388609,82.73300008866936
No. 4089,train1,6099.png,L,P,0,6099,841.3558995440036,400.73874668235726
No. 4090,train1,6102.png,L,P,0,6102,419.6592366197027,-458.36541900799995
No. 4091,train1,6103.png,L,P,0,6103,2232.5547056090286,-873.2677670700318
No. 4092,train1,6104.png,L,P,0,6104,-408.7257029865611,-153.498240153405
No. 4093,train1,6105.png,L,P,0,6105,-213.26495323955425,-298.1724458691647
No. 4094,train1,6106.png,L,P,0,6106,-138.30413676009832,374.0532991773874
No. 4095,train1,6107.png,L,P,0,6107,393.81104995746523,-1372.2587733239218
No. 4096,train1,6108.png,L,P,0,6108,-119.29467516192176,-304.216755369839
No. 4097,train1,6109.png,L,P,0,6109,30.3536515417779,102.4377103834411
No. 4098,train1,6110.png,L,P,0,6110,1765.296729681832,95.01388174268486
No. 4099,train1,6111.png,L,P,0,6111,-628.3668407712661,-123.00688221385903
No. 4100,train1,6112.png,L,P,0,6112,149.75677191402735,-745.4722879178842
No. 4101,train1,6113.png,L,P,0,6113,-846.7170682901644,-1683.552330110622
No. 4102,train1,6114.png,L,P,0,6114,-270.33539800811263,877.8253789248699
No. 4103,train1,6115.png,L,P,0,6115,510.0520448266033,183.09130304189114
No. 4104,train1,6116.png,L,P,0,6116,738.0634563131227,398.5612195575479
No. 4105,train1,6117.png,L,P,0,6117,329.48298306181556,-942.2302148945615
No. 4106,train1,6118.png,L,P,1,6118,44.19834971551105,902.8326624861191
No. 4107,train1,6119.png,L,P,1,6119,1388.3222948279256,669.7319532665083
No. 4108,train1,6120.png,L,P,1,6120,37.79212208984831,436.1175812044354
No. 4109,train1,6121.png,L,P,1,6121,396.56669411020914,543.9963742884796
No. 4110,train1,6122.png,L,P,1,6122,-86.70996527206447,1248.080125979608
No. 4111,train1,6123.png,L,P,1,6123,-736.2844782432019,1800.9262930040968
No. 4112,train1,6124.png,L,P,1,6124,-497.09051193254356,1100.9246173119093
No. 4113,train1,6125.png,L,P,1,6125,-57.29835131761821,-317.5998569941692
No. 4114,train1,6126.png,L,P,1,6126,154.46439223134067,-400.9507737535198
No. 4115,train1,6127.png,L,P,1,6127,-244.0432053038726,34.90645599937238
No. 4116,train1,6128.png,L,P,1,6128,94.97130711662936,1549.1716143141116
No. 4117,train1,6129.png,L,P,1,6129,899.4850136909217,-718.2171631501981
